date,rate
2000-01-21,7299.27701297415
2000-01-24,7305.195970878628
2000-01-25,7348.311350919264
2000-01-26,7397.963868649566
2000-01-27,7395.729751403367
2000-01-28,7449.248578391552
2000-01-31,7426.524359105301
2000-02-01,7428.094747682801
2000-02-02,7588.514973757333
2000-02-03,7659.109560935577
2000-02-04,7535.343162175902
2000-02-07,7508.07822258626
2000-02-08,7336.493991719681
2000-02-09,7238.69538957117
2000-02-10,7299.635184434535
2000-02-11,7315.753494541374
2000-02-14,7252.0624303233
2000-02-15,7383.8719574555125
2000-02-16,7432.35414116687
2000-02-17,7426.736566186108
2000-02-18,7412.143654255859
2000-02-21,7430.272902505833
2000-02-22,7450.379165835163
2000-02-23,7441.309098132698
2000-02-24,7485.966861992321
2000-02-25,7382.268419443596
2000-02-28,7442.660026973752
2000-02-29,7413.8562898908785
2000-03-01,7382.714389158994
2000-03-02,7431.146529562981
2000-03-03,7449.622114090485
2000-03-06,7446.95020746888
2000-03-07,7465.787553424372
2000-03-08,7452.666876244367
2000-03-09,7375.395174708819
2000-03-10,7364.641631124518
2000-03-13,7417.743927542198
2000-03-14,7438.066528066528
2000-03-15,7473.069347983829
2000-03-16,7469.667805029493
2000-03-17,7444.623655913979
2000-03-20,7438.476582604219
2000-03-21,7471.157612617257
2000-03-22,7433.458294283037
2000-03-23,7417.243164871583
2000-03-24,7448.450849202264
2000-03-27,7481.929571663921
2000-03-28,7596.185342593552
2000-03-29,7563.691471571906
2000-03-30,7574.453165881738
2000-03-31,7602.219198157646
2000-04-03,7700.888749477206
2000-04-04,7695.250576640805
2000-04-05,7777.762845032565
2000-04-06,7773.132467532468
2000-04-07,7651.798410706817
2000-04-10,7616.663190823775
2000-04-11,7608.182197206587
2000-04-12,7611.831662489557
2000-04-13,7619.398133584985
2000-04-14,7607.002096436059
2000-04-17,7678.61694348689
2000-04-18,7765.831315152153
2000-04-19,7872.856991861325
2000-04-20,7975.106655290103
2000-04-25,7925.435390238658
2000-04-26,8002.186446209072
2000-04-27,7914.754992906253
2000-04-28,7924.9642267473855
2000-05-02,8012.527424308908
2000-05-03,7990.384831145518
2000-05-04,7989.1136693863855
2000-05-05,7960.129118432769
2000-05-08,8004.859249329758
2000-05-09,8067.442637558475
2000-05-10,8174.217634786429
2000-05-11,8401.167529463597
2000-05-12,8396.721674604052
2000-05-15,8603.301628949383
2000-05-16,8549.906232763376
2000-05-17,8496.906523201076
2000-05-18,8623.562961306196
2000-05-19,8327.019718309859
2000-05-22,8368.488888888889
2000-05-23,8432.224783229063
2000-05-24,8498.878874477907
2000-05-25,8471.807148424452
2000-05-26,8508.957672536366
2000-05-29,8620.125242928094
2000-05-30,8651.928624853083
2000-05-31,8636.181876813931
2000-06-01,8427.26688102894
2000-06-02,8411.362907536077
2000-06-05,8488.656842997985
2000-06-06,8556.425935687928
2000-06-07,8639.49131253925
2000-06-08,8634.371121224658
2000-06-09,8626.311907270812
2000-06-12,8587.75060354781
2000-06-13,8571.42857142857
2000-06-14,8527.656704026567
2000-06-15,8539.552708945821
2000-06-16,8572.242550967068
2000-06-19,8647.2510373444
2000-06-20,8633.17257286643
2000-06-21,8661.383315733898
2000-06-22,8704.167995746944
2000-06-23,8675.47009455009
2000-06-26,8703.270076123084
2000-06-27,8686.395064354856
2000-06-28,8681.7843866171
2000-06-29,8723.221801346801
2000-06-30,8748.137295939723
2000-07-03,8948.298746444749
2000-07-04,8960.198165911248
2000-07-05,9381.891580161477
2000-07-06,9319.985328023475
2000-07-07,9321.396182642622
2000-07-10,9292.071826105219
2000-07-11,9333.536265351107
2000-07-12,9424.465733235076
2000-07-13,9455.043320141192
2000-07-14,9499.657534246575
2000-07-17,9506.811377245509
2000-07-18,9318.49673901422
2000-07-19,8987.684461805555
2000-07-20,8900.986984815618
2000-07-21,8976.375093452953
2000-07-24,8900.717959708529
2000-07-25,9040.010626992562
2000-07-26,9070.319488817893
2000-07-27,8955.49046756843
2000-07-28,8946.453212591634
2000-07-31,8897.024775505788
2000-08-01,8946.459412780656
2000-08-02,8815.488952089258
2000-08-03,8636.951705804164
2000-08-04,8618.347912744988
2000-08-07,8599.537648612946
2000-08-08,8613.109318005969
2000-08-09,8635.49537501393
2000-08-10,8471.099546008194
2000-08-11,8314.553219448095
2000-08-14,8236.377760514926
2000-08-15,8346.874314542663
2000-08-16,8341.898148148148
2000-08-17,8311.805251641137
2000-08-18,8347.29922208831
2000-08-21,8244.574975063726
2000-08-22,8146.366473473027
2000-08-23,8444.527921058532
2000-08-24,8392.210386151797
2000-08-25,8370.934486198868
2000-08-28,8225.469079604753
2000-08-29,8368.276631344117
2000-08-30,8377.685486586597
2000-08-31,8282.438805299798
2000-09-01,8321.410918894631
2000-09-04,8287.31111111111
2000-09-05,8338.600045014631
2000-09-06,8383.805851667044
2000-09-07,8397.579529737206
2000-09-08,8404.52203777905
2000-09-11,8470.217214542921
2000-09-12,8655.514279080566
2000-09-13,8796.914721516063
2000-09-14,8614.782008512597
2000-09-15,8733.105049332558
2000-09-18,8687.55571193995
2000-09-19,8704.074464348438
2000-09-20,8797.215667767816
2000-09-21,8772.12576255279
2000-09-22,8756.062992125984
2000-09-25,8844.036488027366
2000-09-26,8750.508164896653
2000-09-27,8860.512357521724
2000-09-28,8820.516304347826
2000-09-29,8769.99429549344
2000-10-02,8796.443990002272
2000-10-03,8775.510669861918
2000-10-04,8824.59335624284
2000-10-05,8777.50967448213
2000-10-06,8791.566126623004
2000-10-09,8821.023576768257
2000-10-10,8823.54087833964
2000-10-11,8857.62614678899
2000-10-12,8951.734505087881
2000-10-13,8934.322475947607
2000-10-16,8900.763717542004
2000-10-17,8891.866760828625
2000-10-18,8909.07917888563
2000-10-19,8891.594340744265
2000-10-20,8938.984855655466
2000-10-23,8965.894711710636
2000-10-24,8914.953493918436
2000-10-25,8945.696400625977
2000-10-26,9097.746000969462
2000-10-27,9142.755886592984
2000-10-30,9348.266918179675
2000-10-31,9405.53641439943
2000-11-01,9154.47743745616
2000-11-02,9153.25005783021
2000-11-03,9177.079037800688
2000-11-06,9158.705434406369
2000-11-07,9278.840107138698
2000-11-08,9203.59855123262
2000-11-09,9277.728285077952
2000-11-10,9198.950766747377
2000-11-13,9263.22505800464
2000-11-14,9382.74496096936
2000-11-15,9371.195905072125
2000-11-16,9372.750612673592
2000-11-17,9408.763913298184
2000-11-20,9461.109802073515
2000-11-21,9462.213830540475
2000-11-22,9452.248190769962
2000-11-23,9414.239943040227
2000-11-24,9455.57136083452
2000-11-27,9441.636926005234
2000-11-28,9437.542343184206
2000-11-29,9450.843930635838
2000-11-30,9519.08106863197
2000-12-01,9512.821980538065
2000-12-04,9530.163897620116
2000-12-05,9519.523269012487
2000-12-06,9555.969642048029
2000-12-07,9601.610197920161
2000-12-08,9548.724002248455
2000-12-11,9344.695592912312
2000-12-12,9484.05830107037
2000-12-13,9483.664837677183
2000-12-14,9408.734019685484
2000-12-15,9356.144256455922
2000-12-18,9352.52063350435
2000-12-19,9251.89262046501
2000-12-20,9249.597085771054
2000-12-21,9302.471025584957
2000-12-22,9285.497835497834
2000-12-27,9408.464017185823
2000-12-28,9551.556273559505
2000-12-29,9755.776464266524
2001-01-02,9455.50249389791
2001-01-03,9548.499475341028
2001-01-04,9474.508352717276
2001-01-05,9480.576217915137
2001-01-08,9500.505422765083
2001-01-09,9501.574300606319
2001-01-10,9543.550786230344
2001-01-11,9627.029297490286
2001-01-12,9615.065479308538
2001-01-15,9473.027153160798
2001-01-16,9491.553336166597
2001-01-17,9438.952745849298
2001-01-18,9482.560612505316
2001-01-19,9457.54255319149
2001-01-22,9387.115177610332
2001-01-23,9375.007972786223
2001-01-24,9428.050355067786
2001-01-25,9458.976601793134
2001-01-26,9442.576939748593
2001-01-29,9456.042641139999
2001-01-30,9435.522452973797
2001-01-31,9456.031421500053
2001-02-01,9544.5672974697
2001-02-02,9523.482513022218
2001-02-05,9600.010610079577
2001-02-06,9635.85067582064
2001-02-07,9647.94638069705
2001-02-08,9652.104121475053
2001-02-09,9591.980058523897
2001-02-12,9601.668819982775
2001-02-13,9612.603773584906
2001-02-14,9615.1667029854
2001-02-15,9587.326732673266
2001-02-16,9620.168989355865
2001-02-19,9615.738630196462
2001-02-20,9616.681367144432
2001-02-21,9605.773015525914
2001-02-22,9637.19081272085
2001-02-23,9670.575904677846
2001-02-26,9850.01647446458
2001-02-27,9863.931026956237
2001-02-28,9827.660034602077
2001-03-01,9876.610206063222
2001-03-02,9861.219694542347
2001-03-05,9849.489521762494
2001-03-06,9888.52247009376
2001-03-07,9885.86010529709
2001-03-08,9929.800257731958
2001-03-09,10150.122902639734
2001-03-12,10500.02157031924
2001-03-13,10300.38035209737
2001-03-14,10168.862992812023
2001-03-15,9926.103265666374
2001-03-16,10315.021795015089
2001-03-19,10421.05380168964
2001-03-20,10413.270509977827
2001-03-21,10430.367074527252
2001-03-22,10404.949938125772
2001-03-23,10397.803183142792
2001-03-26,10397.705651930612
2001-03-27,10405.585344057194
2001-03-28,10391.76072234763
2001-03-29,10397.5
2001-03-30,10403.351449275362
2001-04-02,10434.883720930233
2001-04-03,10436.743923120406
2001-04-04,10598.848538529672
2001-04-05,10699.068736141906
2001-04-06,10841.364653243849
2001-04-09,10809.902417387448
2001-04-10,10653.70598099497
2001-04-11,10594.739819004524
2001-04-12,10601.11877048254
2001-04-17,10860.561938346036
2001-04-18,10961.836409204829
2001-04-19,11104.440919904837
2001-04-20,11780.91000111247
2001-04-23,11944.71228615863
2001-04-24,11835.383929566477
2001-04-25,12000.413546440148
2001-04-26,12003.683568179296
2001-04-27,11853.319295134655
2001-04-30,11601.994141505184
2001-05-02,11103.14359492534
2001-05-03,11075.63742558688
2001-05-04,10950.632061751874
2001-05-07,10951.238928130955
2001-05-08,10949.323257387772
2001-05-09,11069.366715758468
2001-05-10,11229.74011299435
2001-05-11,11273.646415137355
2001-05-14,11400.663236134933
2001-05-15,11455.451642335765
2001-05-16,11426.069730586372
2001-05-17,11289.756097560976
2001-05-18,11363.99680984391
2001-05-21,11464.35915010281
2001-05-22,11419.09038572251
2001-05-23,11417.67035527082
2001-05-24,11417.701069270108
2001-05-25,11462.344313816784
2001-05-28,11604.18219944082
2001-05-29,11201.976145930777
2001-05-30,11386.363636363638
2001-05-31,11125.672169811322
2001-06-01,11439.891483840529
2001-06-04,11462.798073534595
2001-06-05,11224.347312463082
2001-06-06,11200.901322720358
2001-06-07,11186.711552090715
2001-06-08,11235.675484175721
2001-06-11,11278.938073934542
2001-06-12,11239.497285815436
2001-06-13,11226.317021774761
2001-06-14,11246.985398021669
2001-06-15,11264.557838836297
2001-06-18,11294.347978091133
2001-06-19,11380.03036319047
2001-06-20,11295.313050628452
2001-06-21,11354.957904583724
2001-06-22,11353.013602251407
2001-06-25,11373.591262925525
2001-06-26,11378.608756242018
2001-06-27,11404.917652516817
2001-06-28,11456.244859593467
2001-06-29,11390.672169811322
2001-07-02,11330.053222945002
2001-07-03,11318.67718018124
2001-07-04,11357.612681888086
2001-07-05,11334.374257895986
2001-07-06,11348.926526717558
2001-07-09,11328.159356897979
2001-07-10,11361.299005266237
2001-07-11,11336.720473812566
2001-07-12,11358.66713516046
2001-07-13,11328.012647851036
2001-07-16,11340.66177327275
2001-07-17,11330.34288398309
2001-07-18,11277.612977983777
2001-07-19,11248.35492376476
2001-07-20,11122.869188696444
2001-07-23,10185.165975103733
2001-07-24,10186.954524575101
2001-07-25,10017.855112020927
2001-07-26,10049.44089456869
2001-07-27,9961.941149635035
2001-07-30,9697.794537767113
2001-07-31,9497.30439748715
2001-08-01,9628.830668027673
2001-08-02,9627.75375512062
2001-08-03,9513.388598682715
2001-08-06,9387.348097671776
2001-08-07,9357.67563868613
2001-08-08,9327.342234394615
2001-08-09,9203.128882864567
2001-08-10,9109.489704565802
2001-08-13,8548.10365921477
2001-08-14,8489.261819803747
2001-08-15,8768.268597761686
2001-08-16,8759.09886264217
2001-08-17,8759.104836944627
2001-08-20,8523.609137610667
2001-08-21,8546.713409290096
2001-08-22,8615.483940972223
2001-08-23,8725.482879719051
2001-08-24,8695.004391743521
2001-08-27,8733.564356435643
2001-08-28,9031.519575315197
2001-08-29,9149.999999999998
2001-08-30,8918.537658053876
2001-08-31,8859.598165538328
2001-09-03,8991.468253968254
2001-09-04,8998.528428093645
2001-09-05,9048.386008323023
2001-09-06,9002.56352343309
2001-09-07,9146.436550491511
2001-09-10,9076.511550790317
2001-09-11,9091.019634091923
2001-09-12,9055.490499337164
2001-09-13,9103.509933774834
2001-09-14,9114.448421737716
2001-09-17,9320.034523681088
2001-09-18,9568.290838375107
2001-09-19,9602.408727586951
2001-09-20,9439.907117399287
2001-09-21,9410.913043478262
2001-09-24,9459.646442601485
2001-09-25,9521.665213600698
2001-09-26,9630.306974726109
2001-09-27,9670.928843020098
2001-09-28,9719.351659183003
2001-10-01,10047.25479452055
2001-10-02,10048.373054739362
2001-10-03,9903.387990009773
2001-10-04,9733.772074147199
2001-10-05,9861.249182472204
2001-10-08,10165.270240937703
2001-10-09,10048.37376264549
2001-10-10,9985.004378283713
2001-10-11,9943.533436327521
2001-10-12,9972.765486725662
2001-10-15,9965.549082114983
2001-10-16,10001.66813963765
2001-10-17,10011.948570161827
2001-10-18,10035.563926434745
2001-10-19,10088.322788322788
2001-10-22,10117.582785148845
2001-10-23,10170.574997186903
2001-10-24,10230.010093080633
2001-10-25,10267.31915851052
2001-10-26,10261.73268993379
2001-10-29,10266.58523042754
2001-10-30,10398.289938217124
2001-10-31,10472.11900022119
2001-11-01,10523.271408156535
2001-11-02,10676.192579505301
2001-11-05,10921.961834616672
2001-11-06,10833.188260238814
2001-11-07,10638.096294652763
2001-11-08,10465.927329469461
2001-11-09,10409.417693169093
2001-11-12,10718.701648166834
2001-11-13,10670.255598280932
2001-11-14,10646.21151880041
2001-11-15,10623.796033994335
2001-11-16,10634.4036178632
2001-11-19,10567.701580802912
2001-11-20,10535.607434270174
2001-11-21,10439.41531111364
2001-11-22,10551.811346548187
2001-11-23,10493.814667424673
2001-11-26,10348.831934679065
2001-11-27,10428.23167956304
2001-11-28,10400.011323745895
2001-11-29,10412.006301339034
2001-11-30,10467.947853450212
2001-12-03,10460.873949579833
2001-12-04,10474.118175690855
2001-12-05,10469.413611391412
2001-12-06,10402.351220609742
2001-12-07,10363.853664010772
2001-12-10,10248.689265536723
2001-12-11,10161.012572968119
2001-12-12,10024.446184828821
2001-12-13,10109.448467966573
2001-12-14,10198.402839396627
2001-12-17,10195.56857111283
2001-12-18,10153.872614292055
2001-12-19,10093.888455972392
2001-12-20,10130.469185333779
2001-12-21,10188.292519288829
2001-12-24,10191.748124573767
2001-12-27,10408.375835883486
2001-12-28,10470.248496539205
2002-01-02,10424.806373091393
2002-01-03,10371.558211598052
2002-01-04,10418.505695778424
2002-01-07,10375.586749017406
2002-01-08,10423.84105960265
2002-01-09,10424.08922766506
2002-01-10,10431.1707262319
2002-01-11,10439.78024442202
2002-01-14,10401.512266158843
2002-01-15,10386.337144138086
2002-01-16,10387.864352954519
2002-01-17,10390.202970858374
2002-01-18,10395.50510783201
2002-01-21,10385.599547511312
2002-01-22,10397.270668176672
2002-01-23,10399.412827461607
2002-01-24,10385.593703661456
2002-01-25,10439.22428719843
2002-01-28,10389.846117976218
2002-01-29,10289.633580705009
2002-01-30,10326.799352001852
2002-01-31,10316.197753849716
2002-02-01,10322.613531047265
2002-02-04,10314.403054141601
2002-02-05,10302.533686513878
2002-02-06,10327.3891966759
2002-02-07,10274.157433056327
2002-02-08,10251.762013729978
2002-02-11,10208.846941096202
2002-02-12,10176.750828287444
2002-02-13,10187.504295040659
2002-02-14,10227.654434602553
2002-02-15,10248.19069500287
2002-02-18,10232.65633964429
2002-02-19,10185.009203865624
2002-02-20,10185.25677685005
2002-02-21,10203.827146305022
2002-02-22,10204.492969017949
2002-02-25,10178.668042182486
2002-02-26,10175.005759041696
2002-02-27,10185.443403861718
2002-02-28,10149.416252456364
2002-03-01,10101.163728540154
2002-03-04,10072.759856630824
2002-03-05,9982.135452660677
2002-03-06,9955.578512396694
2002-03-07,9937.96211775445
2002-03-08,10012.731613049904
2002-03-11,9945.00629218625
2002-03-12,9969.437764800183
2002-03-13,9973.860773986718
2002-03-14,9981.801658525503
2002-03-15,10003.479046650853
2002-03-18,9969.938580527752
2002-03-19,9965.001698946653
2002-03-20,9891.445427728613
2002-03-21,9870.00113417262
2002-03-22,9826.117111995452
2002-03-25,9706.66742778856
2002-03-26,9576.101636717407
2002-03-27,9659.455751200549
2002-03-28,9823.876662081615
2002-04-02,9767.789665376735
2002-04-03,9803.067136203566
2002-04-04,9655.556815604446
2002-04-05,9589.369451399953
2002-04-08,9549.179767600821
2002-04-09,9669.976035604244
2002-04-10,9581.64355535349
2002-04-11,9549.465544689561
2002-04-12,9544.462115188004
2002-04-15,9390.74074074074
2002-04-16,9447.324775644667
2002-04-17,9431.06981981982
2002-04-18,9393.17594154019
2002-04-19,9350.461399954986
2002-04-22,9350.979509119568
2002-04-23,9430.004508566275
2002-04-24,9325.000000000002
2002-04-25,9373.664845579216
2002-04-26,9306.56560026753
2002-04-29,9320.369550785572
2002-04-30,9331.5608348135
2002-05-02,9340.522586359612
2002-05-03,9307.959925134868
2002-05-06,9289.009186351706
2002-05-07,9294.071232876713
2002-05-08,9283.362676056337
2002-05-09,9286.546738770556
2002-05-10,9284.49221320465
2002-05-13,9276.497038824302
2002-05-14,9270.006621054954
2002-05-15,9239.490586932447
2002-05-16,9154.011398509427
2002-05-17,9088.013548951049
2002-05-20,9032.145185829166
2002-05-21,9032.063388689894
2002-05-22,9065.496760259179
2002-05-23,8949.853467925757
2002-05-24,8960.916412712235
2002-05-27,8905.005440696408
2002-05-28,8867.509454349
2002-05-29,8849.527896995707
2002-05-30,8839.701333333333
2002-05-31,8691.946308724833
2002-06-03,8546.38677118007
2002-06-04,8654.13884472708
2002-06-05,8927.393021022302
2002-06-06,9048.870658427446
2002-06-07,8895.006347862885
2002-06-10,8730.003171582619
2002-06-11,8778.729956461719
2002-06-12,8739.631823952603
2002-06-13,8748.146968248911
2002-06-14,8730.460012660898
2002-06-17,8687.078294080204
2002-06-18,8658.656684943062
2002-06-19,8624.55810061709
2002-06-20,8600.896580483735
2002-06-21,8633.13615608136
2002-06-24,8593.344238830385
2002-06-25,8654.829077429984
2002-06-26,8676.938590299485
2002-06-27,8645.27687296417
2002-06-28,8713.874686716792
2002-07-01,8701.220619388683
2002-07-02,8800.081317340924
2002-07-03,8968.21063394683
2002-07-04,8851.389172625128
2002-07-05,8870.025706940874
2002-07-08,8900.457875457876
2002-07-09,8910.453172205438
2002-07-10,8890.856738735098
2002-07-11,9136.498576657177
2002-07-12,9080.056720348424
2002-07-15,9043.894652833202
2002-07-16,9036.88160363385
2002-07-17,8938.443958664548
2002-07-18,8965.450387751045
2002-07-19,8967.21860831855
2002-07-22,8819.69066032124
2002-07-23,9002.280524722502
2002-07-24,9063.872919818456
2002-07-25,9002.756141402037
2002-07-26,9148.631095123903
2002-07-29,9258.48691579269
2002-07-30,9118.718861209964
2002-07-31,9064.039660635797
2002-08-01,9147.02868852459
2002-08-02,9077.757520510482
2002-08-05,9087.505083367221
2002-08-06,9085.942821756633
2002-08-07,9055.805320684676
2002-08-08,8992.329926705896
2002-08-09,8987.706855791961
2002-08-12,8855.87934560327
2002-08-13,8884.529033574856
2002-08-14,8779.902607284164
2002-08-15,8864.30397872558
2002-08-16,8817.241730279899
2002-08-19,8847.055822022656
2002-08-20,8842.749183006536
2002-08-21,8883.200163900841
